video_title,site_name,recorded_at,action,nest,frame_number,track_id,taxon,ml_confidence,timestamp
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,60,14689,42,bee,0.7434621554418315,2024-05-23 12:08:09.633333
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,41,15213,43,bee,0.9529612371077423,2024-05-23 12:08:27.100000
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,41,15300,43,bee,0.9470469272878529,2024-05-23 12:08:30.000000
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,42,15880,45,bee,0.9189024897089098,2024-05-23 12:08:49.333333
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,41,17345,49,bee,0.6253556277795034,2024-05-23 12:09:38.166667
cvprmendels_2024-05-23_12_40_00,cvprmendels,2024-05-23T12:40:00+00:00,Exit,50,151,2,bee,0.7957786164772164,2024-05-23 12:40:05.033333
cvprmendels_2024-05-23_12_40_00,cvprmendels,2024-05-23T12:40:00+00:00,Entry,40,248,2,bee,0.9599518762319177,2024-05-23 12:40:08.266667
cvprmendels_2024-05-23_12_40_00,cvprmendels,2024-05-23T12:40:00+00:00,Exit,46,906,9,bee,0.9717396892397427,2024-05-23 12:40:30.200000
cvprmendels_2024-05-23_12_40_00,cvprmendels,2024-05-23T12:40:00+00:00,Entry,43,2727,14,bee,0.9585644634535997,2024-05-23 12:41:30.900000
cvprmendels_2024-05-23_12_40_00,cvprmendels,2024-05-23T12:40:00+00:00,Exit,20,2772,16,bee,0.8339095612317897,2024-05-23 12:41:32.400000
cvprmendels_2024-05-23_12_40_00,cvprmendels,2024-05-23T12:40:00+00:00,Entry,35,2855,17,bee,0.9879675985726941,2024-05-23 12:41:35.166667
cvprmendels_2024-05-23_12_40_00,cvprmendels,2024-05-23T12:40:00+00:00,Entry,1,2938,22,bee,0.9392385453081754,2024-05-23 12:41:37.933333
